1, 0.0025, 0.00125, 0.0008333333, 0.000625, 0.0005, 0.0004166666, 0.0003571429, 
0.1128889, 0.8031111, 0.7053334, 0.841, 0.674, 0.5546666, 0.599, 0.5361111, 
