1, 0.25, 0.125, 0.08333334, 0.0625, 0.05, 0.04166667, 0.03571429, 
0.09755556, 0.1128889, 0.1084444, 0.1021111, 0.1138889, 0.1041111, 0.2168889, 0.1293333, 
