1, 0.25, 0.125, 0.08333334, 0.0625, 0.05, 0.04166667, 0.03571429, 
0.09888889, 0.1036667, 0.1036667, 0.09744444, 0.135, 0.09622222, 0.2208889, 0.1128889, 
