1, 0.25, 0.125, 0.08333334, 0.0625, 0.05, 0.04166667, 0.03571429, 
0.09888889, 0.4128889, 0.8306667, 0.8732222, 0.87, 0.8911111, 0.8768889, 0.8964444, 
